+--------------+-------+---------------------+---------------------+----------+----------+
| userid       | shift | shiftdate           | received            | event_id | position |
| kristinh40   | 2     | 2010-03-05 00:00:00 | 2010-03-05 00:00:00 |      589 | E1       |
| kristinh40   | 3     | 2010-03-05 00:00:00 | 2010-03-05 00:00:00 |      590 | E1       |
| kristinh40   | 4     | 2010-03-05 00:00:00 | 2010-03-05 00:00:00 |      591 | E1       |
| kristinh40   | 1     | 2010-03-06 00:00:00 | 2010-03-05 00:00:00 |      592 | E1       |
| kristinh40   | 2     | 2010-03-06 00:00:00 | 2010-03-05 00:00:00 |      593 | E1       |
| kristinh40   | 3     | 2010-03-06 00:00:00 | 2010-03-05 00:00:00 |      594 | E1       |
| kristinh40   | 4     | 2010-03-06 00:00:00 | 2010-03-05 00:00:00 |      595 | E1       |
| dave11       | 2     | 2010-03-07 00:00:00 | 2010-03-05 00:00:00 |      607 | D        |
| dave11       | 1     | 2010-03-07 00:00:00 | 2010-03-05 00:00:00 |      606 | D        |
| dave11       | 2     | 2010-03-05 00:00:00 | 2010-03-05 00:00:00 |      599 | D        |
| dave11       | 3     | 2010-03-05 00:00:00 | 2010-03-05 00:00:00 |      600 | D        |
| dave11       | 4     | 2010-03-05 00:00:00 | 2010-03-05 00:00:00 |      601 | D        |
| dave11       | 1     | 2010-03-06 00:00:00 | 2010-03-05 00:00:00 |      602 | D        |
| dave11       | 2     | 2010-03-06 00:00:00 | 2010-03-05 00:00:00 |      603 | D        |
| dave11       | 3     | 2010-03-06 00:00:00 | 2010-03-05 00:00:00 |      604 | D        |
| dave11       | 4     | 2010-03-06 00:00:00 | 2010-03-05 00:00:00 |      605 | D        |
| dave11       | 3     | 2010-03-07 00:00:00 | 2010-03-05 00:00:00 |      608 | D        |
| kristinh40   | 1     | 2010-03-07 00:00:00 | 2010-03-05 00:00:00 |      609 | E1       |
| kristinh40   | 2     | 2010-03-07 00:00:00 | 2010-03-05 00:00:00 |      610 | E1       |
| kristinh40   | 3     | 2010-03-07 00:00:00 | 2010-03-05 00:00:00 |      611 | E1       |
| mauree38     | 3     | 2010-03-07 00:00:00 | 2010-03-07 00:00:00 |      612 | E2       |
| drew44       | 4     | 2010-03-24 00:00:00 | 2010-03-09 00:00:00 |      615 | D        |
| drew44       | 3     | 2010-03-21 00:00:00 | 2010-03-09 00:00:00 |      616 | D        |
| patrichc26   | 2     | 2010-04-17 00:00:00 | 2010-04-03 00:00:00 |      699 | D        |
| rond46       | 3     | 2010-03-14 00:00:00 | 2010-03-13 00:00:00 |      625 | E1       |
| patrichc26   | 2     | 2010-03-14 00:00:00 | 2010-03-13 00:00:00 |      621 | D        |
| patrichc26   | 3     | 2010-03-14 00:00:00 | 2010-03-13 00:00:00 |      622 | D        |
| erint30      | 2     | 2010-03-14 00:00:00 | 2010-03-13 00:00:00 |      623 | E2       |
| erint30      | 3     | 2010-03-14 00:00:00 | 2010-03-13 00:00:00 |      624 | E2       |
| patrichc26   | 4     | 2010-04-17 00:00:00 | 2010-03-13 00:00:00 |      626 | D        |
| patrichc26   | 1     | 2010-04-18 00:00:00 | 2010-03-13 00:00:00 |      627 | D        |
| patrichc26   | 2     | 2010-04-18 00:00:00 | 2010-03-13 00:00:00 |      628 | D        |
| patrichc26   | 3     | 2010-04-18 00:00:00 | 2010-03-13 00:00:00 |      629 | D        |
| erint30      | 4     | 2010-04-17 00:00:00 | 2010-03-13 00:00:00 |      630 | E2       |
| erint30      | 1     | 2010-04-18 00:00:00 | 2010-03-13 00:00:00 |      631 | E2       |
| erint30      | 2     | 2010-04-18 00:00:00 | 2010-03-13 00:00:00 |      632 | E2       |
