+------------+-------+---------------------+---------------------+----------+----------+
| userid     | shift | shiftdate           | received            | event_id | position |
| drew44     | 2     | 2009-09-07 00:00:00 | 2009-09-08 00:00:00 |      224 | E2       |
| drew44     | 3     | 2009-09-07 00:00:00 | 2009-09-08 00:00:00 |      225 | E2       |
| drew44     | 4     | 2009-09-07 00:00:00 | 2009-09-08 00:00:00 |      226 | E2       |
| drew44     | 3     | 2009-09-06 00:00:00 | 2009-09-08 00:00:00 |      227 | E2       |
| kristinh40 | 2     | 2009-09-12 00:00:00 | 2009-09-10 00:00:00 |      228 | E2       |
| kristinh40 | 3     | 2009-09-12 00:00:00 | 2009-09-10 00:00:00 |      229 | E2       |
| kristinh40 | 4     | 2009-09-12 00:00:00 | 2009-09-10 00:00:00 |      230 | E2       |
| kristinh40 | 1     | 2009-09-13 00:00:00 | 2009-09-10 00:00:00 |      231 | E2       |
| kristinh40 | 2     | 2009-09-13 00:00:00 | 2009-09-10 00:00:00 |      232 | E2       |
| kristinh40 | 3     | 2009-09-13 00:00:00 | 2009-09-10 00:00:00 |      233 | E2       |
| drew44     | 2     | 2009-09-12 00:00:00 | 2009-09-13 00:00:00 |      234 | D        |
| drew44     | 3     | 2009-09-12 00:00:00 | 2009-09-13 00:00:00 |      235 | D        |
| drew44     | 4     | 2009-09-12 00:00:00 | 2009-09-13 00:00:00 |      236 | D        |
| drew44     | 1     | 2009-09-13 00:00:00 | 2009-09-13 00:00:00 |      237 | D        |
| drew44     | 2     | 2009-09-13 00:00:00 | 2009-09-13 00:00:00 |      238 | D        |
| drew44     | 3     | 2009-09-13 00:00:00 | 2009-09-13 00:00:00 |      239 | D        |
| mauree38   | 3     | 2009-09-13 00:00:00 | 2009-09-13 00:00:00 |      241 | E1       |
| mauree38   | 4     | 2009-09-13 00:00:00 | 2009-09-14 00:00:00 |      242 | E1       |
| drew44     | 4     | 2009-09-13 00:00:00 | 2009-09-14 00:00:00 |      243 | E2       |
| kristinh40 | 4     | 2009-09-18 00:00:00 | 2009-09-15 00:00:00 |      244 | E2       |
| kristinh40 | 1     | 2009-09-19 00:00:00 | 2009-09-15 00:00:00 |      245 | E2       |
| kristinh40 | 2     | 2009-09-19 00:00:00 | 2009-09-15 00:00:00 |      246 | E2       |
| kristinh40 | 3     | 2009-09-19 00:00:00 | 2009-09-15 00:00:00 |      247 | E2       |
| kristinh40 | 4     | 2009-09-19 00:00:00 | 2009-09-15 00:00:00 |      248 | E2       |
| kristinh40 | 1     | 2009-09-20 00:00:00 | 2009-09-15 00:00:00 |      249 | E2       |
